renda_mensal,idade,score_credito,tempo_emprego_anos,divida_renda_ratio,num_emprestimos_ativos,historico_atraso,valor_emprestimo,renda_anual,cor_favorita_cod,num_pets,altura_cm,dia_nascimento,codigo_postal,feature_constante,feature_quase_cte,aprovado
7259,35,736,1.2,0.462,5,0,3503,86521,6,3,159.4,22,90152,5,0,0
4630,47,257,0.4,0.053,1,0,14177,54623,3,1,178.7,14,94680,5,0,0
14883,65,697,6.1,0.153,0,0,27276,178910,3,1,168.3,16,37866,5,0,1
2586,27,496,2.6,0.326,4,1,2197,31073,8,0,147.8,2,44711,5,0,0
1967,35,333,12.6,0.75,4,1,2571,23998,9,1,164.7,8,58743,5,0,0
3244,55,530,5.3,0.302,3,0,2551,38570,8,3,174.6,13,35386,5,0,1
4782,36,448,0.5,0.531,4,0,15064,57011,6,0,167.8,30,96842,5,0,0
5687,53,749,14.8,0.204,2,0,16104,68415,9,1,175.1,1,33013,5,0,1
4252,30,274,1.5,0.102,0,0,3710,51468,3,2,174.7,12,16885,5,0,1
6070,63,853,2.1,0.047,0,0,47317,73332,7,0,159.1,17,42821,5,0,1
2319,20,367,2.6,0.244,3,1,5955,27270,9,1,176.8,7,24045,5,0,0
11687,27,702,0.3,0.126,4,0,25553,140717,2,0,177.8,16,28780,5,0,1
4678,55,554,3.4,0.139,2,0,15472,56888,2,2,169.7,14,35550,5,0,1
9608,18,424,0.7,0.609,0,0,3765,115506,6,1,170.1,10,99771,5,0,0
6036,44,863,2.6,0.013,0,0,5799,73010,8,0,170.1,3,88377,5,0,1
6464,63,730,2.2,0.446,1,1,4032,77829,3,1,185.1,28,58284,5,0,1
6917,25,345,7.4,0.304,1,0,2764,82443,3,2,173.8,12,70238,5,0,1
6429,68,440,8.1,0.405,2,1,6617,77615,0,4,171.2,8,57184,5,0,0
7227,63,543,0.8,0.45,0,0,3106,86918,0,1,174.7,16,70623,5,0,1
10910,59,234,2.3,0.251,0,1,7044,130409,2,0,174.5,25,31305,5,0,0
5529,34,200,2.3,0.236,1,0,38038,66064,6,2,169.0,24,50021,5,0,1
7520,26,352,0.8,0.587,2,0,14148,90446,8,1,156.6,1,96759,5,0,0
4657,23,628,8.0,0.697,1,1,5188,57082,3,0,171.1,17,53184,5,0,1
11661,60,707,6.1,0.154,4,1,4861,140831,1,2,175.9,6,28942,5,0,1
3275,42,325,1.1,0.078,2,1,5878,38300,5,0,172.9,28,87418,5,0,0
14480,56,690,2.3,0.718,3,0,42484,173760,5,1,165.0,1,34714,5,0,1
4797,66,681,0.6,0.28,2,1,3392,58308,8,3,168.0,24,61672,5,0,1
2082,45,544,4.9,0.441,3,1,8091,24782,3,2,179.9,15,96557,5,0,1
5307,50,420,0.6,0.288,0,0,11758,63431,7,0,153.1,13,53201,5,1,0
3266,54,224,21.3,0.101,4,1,21426,38922,2,2,162.6,30,73296,5,0,0
8138,26,727,7.6,0.471,2,0,6209,98078,1,0,171.3,6,62979,5,0,1
3322,35,381,2.5,0.42,2,0,3751,40056,8,1,180.4,21,98549,5,0,0
3760,38,698,4.3,0.162,1,0,10214,45386,5,1,188.1,13,93257,5,0,1
1581,19,840,12.1,0.361,2,1,23195,18873,7,2,178.9,22,87817,5,0,1
3746,60,241,4.0,0.638,1,0,6513,45826,9,1,164.1,4,24008,5,0,0
1147,55,680,1.0,0.472,1,0,4140,13607,8,1,152.4,1,70196,5,0,1
1900,57,638,2.4,0.078,0,0,8849,23239,0,2,188.7,23,12294,5,0,1
7756,53,601,9.3,0.438,3,0,2210,92034,0,0,161.6,10,29061,5,0,1
7875,67,745,5.2,0.562,5,0,6802,94480,4,0,171.5,25,65733,5,0,0
6344,60,544,5.3,0.634,2,0,20794,75893,8,0,168.8,4,50004,5,0,1
2751,54,244,10.1,0.503,1,1,16315,33063,6,0,169.3,13,90625,5,0,0
4776,32,845,11.2,0.122,0,1,7222,56500,6,1,158.3,4,61293,5,0,1
4904,45,220,12.6,0.568,1,1,30560,59665,1,0,188.0,16,63682,5,0,0
2452,35,833,0.5,0.542,2,1,37342,29507,2,0,161.3,9,20237,5,0,0
12113,51,269,3.9,0.02,0,0,13784,146480,3,1,171.6,31,21694,5,0,1
8319,39,247,6.7,0.329,2,0,2504,100220,1,1,165.5,4,96472,5,0,1
4304,28,690,7.1,0.266,1,0,1800,51780,9,2,176.1,26,20468,5,0,1
4994,30,750,4.7,0.536,1,0,24508,59936,8,0,167.9,20,28461,5,0,1
5569,21,486,0.9,0.173,5,1,9855,67160,4,1,166.9,8,85376,5,0,0
1443,39,209,8.0,0.473,0,0,29984,17695,6,0,180.9,27,84062,5,0,0
4237,24,741,6.4,0.731,2,1,2776,51096,8,1,166.8,4,88000,5,0,1
3264,60,473,0.5,0.638,0,0,7122,40299,4,1,184.1,9,86599,5,0,0
2694,41,799,3.1,0.737,0,1,18459,32906,5,3,157.7,11,90280,5,0,0
4151,21,580,1.0,0.783,0,0,4519,49495,3,1,167.5,24,23064,5,0,1
14452,45,528,2.1,0.009,3,0,18248,173027,7,0,161.4,5,97276,5,0,1
7219,32,678,0.1,0.498,4,1,7345,86849,0,3,170.3,9,23589,5,0,0
3488,18,214,2.6,0.33,4,0,8287,41949,0,3,156.3,8,63324,5,0,0
6929,20,715,4.0,0.688,1,1,3143,83287,4,3,176.2,30,10932,5,0,1
11380,31,390,4.8,0.201,2,0,9908,135748,9,2,177.2,26,27019,5,0,1
8559,55,367,5.4,0.785,2,0,46827,103153,8,2,185.1,4,65835,5,0,0
5093,67,720,9.0,0.491,1,1,11052,60929,1,1,178.5,20,32157,5,0,1
3333,18,820,1.2,0.635,3,0,4301,41109,2,1,178.4,1,62381,5,0,1
7472,55,336,0.6,0.068,3,1,24746,89781,7,1,176.8,20,27574,5,0,0
6223,55,353,9.5,0.147,2,0,4406,74620,4,3,167.8,28,58312,5,0,0
8409,38,587,0.9,0.607,1,0,32108,101154,2,3,186.2,13,81044,5,0,1
7194,65,408,18.4,0.018,3,0,2922,85999,5,0,175.5,24,42779,5,0,1
9225,46,471,9.2,0.654,0,0,10078,111538,5,1,194.7,28,40888,5,0,0
3564,22,342,3.5,0.011,3,0,27475,43955,4,3,187.5,28,36025,5,0,1
10833,66,810,19.9,0.526,2,0,4050,130361,4,1,173.5,5,18060,5,0,1
5533,27,268,0.5,0.292,1,0,8660,66729,5,1,174.0,22,43216,5,0,0
17071,45,446,1.8,0.489,3,0,20451,204558,1,2,178.3,20,83197,5,0,0
3250,38,460,5.1,0.557,3,0,1333,38995,5,0,185.8,30,74617,5,0,1
13926,67,278,2.2,0.274,2,0,17009,167384,1,2,154.7,21,81421,5,0,1
5534,24,857,13.2,0.086,3,0,7552,65833,2,2,183.1,10,10426,5,0,1
3324,20,822,0.3,0.056,2,0,25682,40676,1,0,173.7,16,35491,5,0,1
3676,62,804,4.0,0.471,1,0,4179,43344,0,2,180.8,8,29553,5,0,1
4055,64,724,4.5,0.417,3,0,2671,47625,0,1,162.8,12,22918,5,0,1
6339,37,820,5.3,0.594,1,0,5247,76939,8,2,162.4,25,22513,5,0,1
6725,36,529,1.5,0.408,2,1,5160,81089,3,1,173.4,3,26830,5,0,0
3483,52,388,2.3,0.338,2,1,6869,41324,4,3,179.8,26,69254,5,0,0
4843,21,294,9.3,0.318,4,0,5569,58193,9,0,157.7,4,54695,5,0,1
17771,22,816,1.1,0.021,1,0,1625,213370,6,1,166.0,17,40171,5,0,1
13856,18,207,8.8,0.268,1,1,7510,166323,1,1,158.0,27,12250,5,0,0
6385,21,266,4.1,0.781,2,0,9754,76103,9,0,174.2,21,66263,5,0,0
5028,29,695,7.2,0.699,3,1,6942,60493,8,2,189.9,20,72114,5,0,1
5281,44,390,6.3,0.264,1,1,10193,63954,3,1,166.6,31,89144,5,0,1
7101,59,565,1.2,0.47,1,0,8672,84348,9,2,177.8,22,12681,5,0,1
2660,40,720,4.2,0.678,2,0,2682,31677,9,0,171.2,22,73503,5,0,0
4211,42,316,10.1,0.353,1,1,6369,49951,0,0,173.7,13,93321,5,0,1
1805,38,466,2.8,0.014,2,1,8876,21278,7,1,164.0,26,13407,5,0,0
6244,69,810,17.0,0.06,2,0,6702,75117,3,0,176.5,6,49529,5,0,1
7246,41,684,3.0,0.408,1,0,2454,86303,6,0,168.0,3,58901,5,0,1
3677,42,708,0.8,0.776,1,0,21557,44992,2,2,187.9,14,27427,5,0,1
12637,62,497,2.5,0.555,2,0,3722,151678,8,1,164.9,31,31747,5,0,0
2355,63,363,15.2,0.057,1,1,2999,28066,4,2,179.8,7,23555,5,0,1
2041,49,575,1.9,0.151,2,1,8372,23543,4,1,189.7,3,75927,5,0,1
5623,49,852,10.1,0.617,2,0,6294,67546,2,1,181.9,6,80355,5,0,1
9211,22,467,10.7,0.673,3,1,13110,110559,8,6,161.0,29,33263,5,0,0
13498,53,748,2.2,0.494,3,0,16287,161313,2,2,160.0,13,81520,5,0,1
3731,63,273,0.4,0.516,2,0,14421,44275,1,0,174.5,14,81899,5,0,0
9388,59,707,6.4,0.023,4,0,8091,113516,8,1,170.6,15,15127,5,0,1
4802,66,272,1.9,0.663,4,0,12614,57429,8,1,175.2,26,71453,5,0,0
4431,59,507,7.6,0.631,1,0,2326,53193,9,1,182.0,16,68389,5,0,1
8351,56,398,2.9,0.207,3,0,19447,100488,3,1,170.9,1,22512,5,0,1
7269,33,329,3.3,0.567,1,1,5861,87150,3,1,163.7,15,73722,5,0,0
1908,50,771,7.5,0.172,0,1,39181,23572,9,3,172.1,30,14037,5,0,1
11919,66,814,2.4,0.032,3,0,19927,142662,5,1,185.2,31,16854,5,0,1
11249,38,686,2.9,0.161,3,0,6920,134775,8,1,170.4,24,35733,5,0,1
3376,26,350,2.4,0.143,0,0,8243,40306,7,2,191.5,7,95169,5,0,1
6232,23,868,2.3,0.27,0,1,20894,74387,9,2,178.9,28,44311,5,0,1
6610,68,405,3.7,0.335,4,0,1328,78881,2,0,177.9,9,27175,5,0,0
5746,62,378,8.3,0.407,1,0,7128,68966,5,2,164.5,15,97090,5,0,1
3532,52,396,2.2,0.381,4,0,31607,43058,6,1,168.7,14,65195,5,0,1
3284,56,288,3.7,0.217,2,0,15928,38818,5,1,175.2,31,38090,5,0,1
4839,39,633,5.6,0.023,2,0,4145,57973,2,1,169.7,19,73479,5,0,1
9933,58,382,1.6,0.484,3,1,10421,119577,8,5,182.6,28,55636,5,0,0
6810,22,408,1.6,0.317,2,1,3709,82709,3,1,172.1,24,48866,5,0,0
3934,59,692,13.5,0.239,2,0,6166,47677,1,0,164.1,18,63934,5,0,1
7808,40,329,6.4,0.694,0,0,10583,93592,8,1,173.5,9,83334,5,0,0
889,34,864,4.3,0.597,3,0,12183,10387,2,2,166.8,1,63111,5,0,0
9791,29,212,5.2,0.686,2,1,14523,118056,5,3,177.3,12,96284,5,0,0
1730,40,833,0.1,0.396,2,0,21742,21201,4,1,165.3,10,11716,5,0,1
3954,33,305,4.8,0.105,1,0,3118,47456,1,1,189.0,7,46404,5,0,1
2510,20,574,3.6,0.557,1,0,8260,30016,0,1,155.6,14,54324,5,0,0
2260,47,781,3.9,0.165,1,0,4104,28128,8,2,167.3,26,83406,5,0,1
9862,39,897,2.2,0.353,3,0,5889,119275,2,2,172.4,30,66513,5,0,1
3712,26,298,0.4,0.052,1,0,4431,44739,6,0,165.8,1,89218,5,0,0
6050,46,793,1.1,0.66,4,0,12082,72703,8,0,148.1,15,32055,5,0,0
4778,64,786,15.1,0.101,2,0,18815,56761,8,0,190.0,22,55133,5,0,1
6543,54,391,2.6,0.722,1,0,19645,78538,9,0,178.3,1,83916,5,0,0
5146,40,524,3.1,0.691,1,0,3347,62356,5,1,158.5,13,81262,5,0,1
2276,30,666,0.3,0.372,3,0,7341,26346,7,3,159.9,20,17557,5,0,1
8935,49,566,0.2,0.595,2,0,3273,107521,8,0,156.3,23,99702,5,0,1
3654,63,517,6.3,0.496,0,0,3187,44192,2,1,169.6,2,45486,5,0,1
1931,69,343,3.9,0.642,3,1,4772,23517,5,2,185.7,3,61557,5,0,0
3801,64,583,3.6,0.345,1,0,10664,45285,4,1,168.1,4,50655,5,0,1
12093,65,415,1.4,0.629,0,0,12272,144954,6,1,166.4,16,72398,5,0,0
8185,40,560,6.8,0.37,6,0,13675,97909,6,0,180.7,22,99638,5,0,1
3987,62,523,0.9,0.753,1,0,13015,48838,8,1,174.2,29,73823,5,0,1
3985,34,214,1.1,0.389,4,0,4112,48598,0,3,170.4,12,84630,5,0,0
4052,57,416,3.1,0.37,3,1,20872,48810,5,1,178.4,25,94801,5,0,0
17086,38,691,1.7,0.628,3,0,15407,205048,4,1,153.4,4,33094,5,0,1
6180,19,746,1.4,0.657,3,0,5824,74156,3,2,175.8,31,23353,5,0,1
6361,54,382,5.2,0.444,3,1,6003,76175,9,1,183.9,22,71850,5,0,0
9119,23,469,5.3,0.144,1,1,4788,108488,0,0,158.7,12,55953,5,0,1
5671,61,666,8.7,0.374,0,1,2882,68072,3,0,167.3,7,90709,5,0,1
4207,35,811,2.7,0.774,1,1,13805,51497,9,2,151.6,20,43411,5,0,1
4368,47,718,0.4,0.602,1,1,15640,52562,6,1,166.7,22,21264,5,0,0
4708,39,741,1.6,0.649,0,0,3862,56186,3,0,164.6,3,43445,5,0,0
4806,50,666,19.6,0.026,1,0,3024,57801,0,2,188.1,5,25931,5,0,1
7605,47,504,4.5,0.374,3,0,3830,91149,9,1,166.5,12,52059,5,0,1
5070,34,343,6.2,0.517,0,1,8850,60342,0,1,174.0,12,12650,5,0,0
7628,60,310,0.0,0.664,0,1,2682,90976,0,0,184.5,27,79005,5,0,0
4682,49,431,3.7,0.039,2,0,19975,56202,9,0,149.2,26,53024,5,0,1
5152,59,890,0.2,0.682,1,0,19041,61093,4,0,172.3,20,21592,5,0,0
1481,68,783,4.2,0.439,4,1,11378,17780,6,0,160.0,23,66238,5,0,0
8516,31,791,12.7,0.158,0,1,15487,102149,8,0,160.2,22,53831,5,0,1
6050,27,699,17.3,0.254,2,0,8493,72960,7,0,162.5,7,53390,5,0,1
8944,64,794,3.9,0.226,4,1,11756,107247,1,1,166.1,22,81220,5,0,1
864,68,753,3.1,0.425,2,0,2863,9842,8,0,160.7,12,61839,5,0,1
17206,53,472,14.5,0.041,4,0,24646,206549,3,0,166.9,2,23457,5,0,0
4519,51,372,5.6,0.127,1,0,5486,54750,9,0,180.7,14,82132,5,0,1
9555,26,206,0.3,0.65,2,0,7309,114395,4,1,175.9,23,90687,5,0,0
2633,59,354,3.1,0.106,0,0,59264,32399,4,2,198.2,16,17074,5,0,1
7098,45,721,1.4,0.187,2,1,6795,85233,3,1,172.9,24,62653,5,0,1
2612,28,745,3.2,0.363,2,1,14640,31165,5,1,177.0,7,67344,5,0,1
3380,31,747,3.0,0.414,4,1,12229,40247,0,1,183.6,4,62808,5,0,0
15497,56,717,4.4,0.611,1,0,2789,186061,1,0,159.2,20,63919,5,0,1
4383,64,414,2.2,0.358,5,0,3641,52549,3,3,183.3,28,42979,5,0,0
5599,36,333,0.9,0.632,1,0,41303,66545,3,0,161.2,5,56412,5,0,0
8283,32,484,3.5,0.495,0,0,12878,100191,7,0,175.3,14,79258,5,0,0
6617,45,325,8.9,0.09,3,0,7994,79235,8,4,180.1,9,21709,5,0,1
5378,41,638,5.5,0.125,1,0,5278,65327,3,3,151.5,5,52925,5,0,1
6117,25,885,2.1,0.35,3,0,10467,72858,5,2,166.8,2,26687,5,0,1
20786,60,351,13.7,0.318,4,1,11295,249912,3,1,169.8,5,75066,5,0,0
4747,26,530,12.2,0.595,0,0,9712,57641,3,4,159.3,31,46540,5,0,1
5545,64,737,1.2,0.465,1,1,19056,67176,8,0,173.8,29,28165,5,0,1
9231,50,582,0.2,0.311,2,0,4050,110972,3,1,187.5,3,56889,5,0,1
9540,50,314,6.8,0.137,1,1,3638,114978,5,1,160.8,10,72055,5,0,0
10018,36,681,8.8,0.181,4,0,18665,120450,8,2,182.4,8,39194,5,0,1
7210,20,483,17.2,0.46,1,0,43921,86004,2,1,175.4,26,51767,5,0,0
2475,27,274,11.0,0.339,4,0,15899,29906,6,3,156.9,10,65891,5,0,0
13095,57,365,4.6,0.412,0,1,22884,156594,6,1,166.3,29,66425,5,0,0
2470,64,388,3.8,0.137,0,0,7632,29027,0,1,173.1,2,21382,5,0,1
5893,59,277,0.1,0.53,2,0,10025,70855,1,0,186.4,14,96123,5,0,0
3125,18,801,1.4,0.682,4,1,9918,37204,4,2,178.5,27,76889,5,0,0
4729,46,887,3.1,0.206,4,0,7751,57542,7,0,163.6,4,83907,5,0,1
5986,67,220,5.0,0.393,1,0,25060,72674,5,1,174.5,21,84608,5,0,1
5959,51,765,4.1,0.78,3,0,19784,72877,6,2,142.5,12,80234,5,0,1
6330,68,383,6.8,0.267,1,0,5887,75277,2,3,179.5,20,29184,5,0,1
12941,30,421,1.6,0.476,1,0,2172,154726,5,1,162.8,29,16902,5,0,0
6451,18,527,4.2,0.072,1,0,7701,77846,8,1,159.9,14,30647,5,0,1
4245,51,378,0.5,0.485,2,0,3217,50781,2,0,167.4,16,59374,5,0,0
8764,46,311,2.7,0.072,3,0,8258,104806,5,2,158.0,5,39140,5,0,1
10033,65,258,6.9,0.767,3,1,3426,120204,6,1,168.5,26,71717,5,0,0
2352,64,526,5.9,0.573,0,0,22141,28187,4,1,181.0,16,61730,5,0,1
7033,30,820,23.4,0.631,0,0,14010,84727,9,0,150.8,27,44546,5,0,1
7485,65,868,1.6,0.563,0,0,13740,88913,7,2,169.8,29,27004,5,0,1
4111,66,390,3.4,0.472,1,0,19105,49536,7,3,168.9,4,59073,5,0,1
11219,46,399,2.0,0.36,2,0,11079,134532,5,0,175.7,29,68557,5,0,1
4491,56,511,2.9,0.687,3,0,12549,53495,6,0,168.6,3,63206,5,0,1
5299,41,234,9.7,0.765,2,0,25533,64282,2,3,180.1,1,22505,5,0,0
4430,43,578,5.8,0.399,3,1,7276,52945,6,3,184.2,30,66618,5,0,1
4960,34,586,10.7,0.745,3,0,13148,59348,6,0,180.9,4,97350,5,0,1
2545,24,436,1.1,0.467,4,0,3489,30400,3,0,163.2,9,47031,5,0,0
2071,30,815,10.3,0.431,2,0,8633,25632,9,1,189.9,1,53787,5,0,1
12793,22,718,0.3,0.364,1,0,49386,153570,3,0,159.0,16,24577,5,0,1
2956,43,482,11.0,0.167,2,1,15550,35437,2,0,177.7,23,72625,5,0,0
2711,66,200,2.0,0.003,2,0,7564,32973,9,0,182.1,3,18043,5,0,0
1350,20,663,1.9,0.193,2,0,10012,15083,6,0,191.4,24,44130,5,0,1
3349,24,429,3.6,0.408,1,0,7968,40289,4,0,180.7,6,69846,5,0,0
2221,66,371,14.1,0.304,1,0,9753,26760,2,1,163.0,13,61392,5,0,1
13163,56,286,0.2,0.359,0,0,5888,158369,5,1,179.8,17,64673,5,0,1
9008,18,752,2.2,0.785,0,0,12038,108242,5,2,169.3,15,16744,5,0,1
3252,66,322,9.7,0.28,2,0,12385,38459,5,1,181.7,26,60390,5,0,0
18986,34,497,2.5,0.362,1,0,8146,227002,1,0,172.6,21,49260,5,0,1
8857,60,889,1.1,0.107,7,0,9063,106602,9,4,184.9,30,63760,5,0,1
4044,42,774,2.8,0.038,1,0,10642,48282,6,1,170.9,12,13470,5,0,1
1097,20,683,2.4,0.62,1,0,5314,12999,6,1,180.0,29,41643,5,0,1
19429,32,364,12.4,0.457,1,0,11946,232719,9,1,164.5,8,14201,5,0,0
2135,46,898,7.2,0.609,2,1,15125,25626,3,3,182.5,27,80887,5,0,0
1831,60,582,3.5,0.12,4,0,26157,21935,5,0,149.2,31,90863,5,0,1
9077,49,408,22.3,0.457,2,1,10453,108313,3,0,177.7,16,37340,5,0,0
21244,43,631,3.1,0.203,1,0,5195,255313,3,0,174.3,3,23488,5,0,1
11277,33,588,0.3,0.182,1,1,7462,134967,5,1,172.2,28,15413,5,0,1
6893,42,759,1.5,0.009,1,0,3247,83429,8,1,149.0,28,50200,5,0,1
7022,45,423,2.9,0.104,0,0,14499,84369,6,1,165.7,4,70179,5,0,1
8201,26,202,0.9,0.247,4,1,1559,98368,1,1,182.7,7,32355,5,0,0
7749,18,571,14.7,0.094,1,1,18392,92233,5,1,162.2,15,23831,5,0,1
5818,46,886,7.3,0.789,3,0,20257,70086,4,2,156.0,11,99357,5,0,1
5231,39,645,1.6,0.247,3,0,777,62752,5,0,159.9,16,86962,5,0,1
4733,33,810,4.5,0.104,3,0,22476,56881,7,0,182.6,22,74310,5,0,1
3126,58,315,6.4,0.159,2,1,18431,38170,7,0,175.2,31,46396,5,0,1
4153,68,469,14.2,0.47,2,0,6425,50270,2,1,184.9,14,72356,5,0,0
1779,61,646,10.7,0.051,3,0,3122,21905,8,0,177.6,23,60920,5,0,1
4633,68,567,3.6,0.69,2,1,4145,54390,5,2,162.0,13,48120,5,0,0
2715,58,452,7.5,0.769,0,1,4416,32475,6,2,188.9,9,57786,5,0,0
2534,24,516,4.1,0.197,3,0,23221,29612,8,2,164.6,25,27925,5,0,1
5474,31,614,4.0,0.36,2,0,5657,65924,6,3,162.4,18,56006,5,0,1
11329,46,294,0.6,0.018,4,1,16718,135006,9,3,173.2,3,77627,5,0,1
8526,36,223,0.7,0.513,2,0,7337,102838,8,0,174.8,20,20842,5,0,0
1915,36,827,3.8,0.331,1,1,8468,23764,0,0,179.0,22,85459,5,0,1
2714,19,862,1.6,0.216,3,0,2305,32476,0,0,167.3,31,89363,5,0,1
8642,58,249,0.1,0.165,2,0,3236,103875,2,0,184.7,5,34126,5,0,0
2725,62,701,6.4,0.523,2,0,22799,33476,8,3,164.1,22,83819,5,0,0
4295,32,697,0.2,0.333,0,0,7153,52584,0,3,159.7,27,80390,5,0,1
6836,20,534,4.5,0.144,0,1,10306,82875,0,1,151.0,24,68074,5,0,1
2749,28,278,3.9,0.551,4,0,34375,33257,4,0,168.3,2,47817,5,0,0
5235,63,781,17.3,0.452,1,0,7316,63626,7,1,179.0,22,15557,5,0,1
2207,47,226,3.3,0.687,2,0,6992,26001,1,1,177.8,25,14432,5,0,0
3426,57,470,0.3,0.094,1,0,21266,40769,3,1,173.7,21,22006,5,0,1
5954,35,761,4.0,0.629,1,0,8183,71915,5,1,165.8,17,39989,5,0,1
1889,68,446,9.2,0.539,1,0,10467,22681,0,2,183.0,16,68043,5,0,0
6401,65,790,28.8,0.092,2,0,17987,77149,3,0,171.3,29,47788,5,0,1
4857,19,586,2.8,0.556,3,1,8103,58741,3,0,174.4,24,74167,5,0,1
6846,49,758,1.9,0.353,2,1,15215,82617,8,0,158.8,20,62166,5,0,1
5621,25,560,11.9,0.756,1,0,7385,66526,8,1,151.9,24,36887,5,0,1
11142,39,687,1.1,0.113,1,0,17763,134044,5,0,179.1,13,32632,5,0,1
5298,23,551,4.8,0.514,2,0,11351,63260,7,0,195.7,31,76513,5,0,1
3798,29,455,2.6,0.306,1,0,6766,45703,9,2,174.9,20,96130,5,0,1
5288,64,421,0.2,0.765,3,1,8598,63233,3,1,179.2,11,49802,5,0,0
6808,57,200,2.1,0.264,2,0,1146,81484,9,0,178.9,8,44026,5,0,1
5060,53,745,1.5,0.77,1,0,21057,60409,7,1,171.2,25,93217,5,0,0
5035,32,645,5.8,0.721,3,0,2969,60799,2,2,155.0,21,85706,5,0,1
3225,45,278,14.9,0.216,3,0,3445,38616,1,0,177.8,5,82933,5,0,1
3301,69,435,1.6,0.643,4,0,5707,39487,5,0,185.8,2,40083,5,0,0
2118,66,533,8.3,0.796,0,0,1930,25249,4,0,176.0,25,11732,5,0,1
14041,62,548,0.3,0.202,4,0,11779,168785,7,1,168.4,27,12942,5,0,1
2330,35,297,3.9,0.349,2,1,10816,27532,0,1,175.0,4,69853,5,0,1
3243,19,281,0.4,0.416,2,1,5490,39710,9,1,170.1,3,19429,5,0,0
3193,30,701,13.6,0.236,0,1,4710,37988,2,0,184.0,2,47268,5,0,1
8408,62,676,7.3,0.012,1,1,4653,100677,6,0,173.0,3,67676,5,0,1
4117,32,749,5.4,0.176,4,0,13251,49414,9,1,178.2,16,32517,5,0,1
10390,37,213,8.7,0.226,2,1,2264,124916,3,1,182.3,20,73727,5,0,1
3281,46,591,5.2,0.355,3,0,5841,39280,9,0,178.2,9,38899,5,0,1
5810,59,546,17.4,0.137,2,0,2383,69602,4,0,171.6,6,25068,5,0,1
2977,46,509,6.3,0.699,7,1,14987,36265,7,1,155.9,26,75701,5,0,0
17802,20,585,12.9,0.564,2,0,6192,212488,0,0,175.4,15,88408,5,0,1
2410,36,408,3.6,0.068,3,1,12549,28631,0,1,180.3,5,96752,5,0,0
5918,20,556,0.6,0.52,0,0,22018,70603,6,0,155.0,29,39269,5,0,1
7188,31,800,3.8,0.523,2,1,22317,86053,8,1,175.2,9,22219,5,0,1
6299,57,767,0.7,0.765,3,0,3577,76284,3,3,171.1,24,94694,5,0,1
4397,21,293,4.5,0.002,3,0,10379,52422,7,2,148.4,6,69043,5,0,1
4546,69,292,3.3,0.198,3,0,19872,54504,9,2,174.3,3,35989,5,0,1
5045,28,539,4.9,0.742,3,1,14145,60813,6,1,184.8,23,75263,5,0,1
4499,48,796,0.1,0.746,1,0,15310,53596,1,0,171.3,31,52406,5,0,1
8763,60,644,1.1,0.576,2,0,1945,104012,4,1,150.2,13,99668,5,0,1
18514,49,221,3.4,0.613,2,0,13973,220888,8,0,174.6,26,26830,5,0,0
3517,44,490,15.0,0.073,1,0,4296,42870,8,0,182.0,22,38050,5,0,1
2160,47,684,2.4,0.411,1,0,13790,26146,2,1,162.5,28,42864,5,0,0
4661,60,505,2.8,0.185,3,0,13551,55768,2,1,168.6,15,53677,5,0,1
23105,19,833,6.3,0.145,4,1,12989,277088,1,0,167.3,11,29641,5,0,1
3034,66,327,4.6,0.648,1,0,7416,35982,6,0,171.9,30,23555,5,0,1
13140,26,824,1.8,0.108,0,0,23222,157760,5,0,167.0,16,96646,5,0,1
13448,45,472,2.6,0.375,2,0,12188,161737,4,0,184.2,15,33235,5,0,1
3525,48,641,1.2,0.751,1,0,10479,41852,6,0,183.9,24,38959,5,0,0
6914,51,702,16.9,0.149,2,0,3837,83097,3,1,164.6,28,50957,5,0,1
13056,32,329,0.7,0.782,3,1,11124,156240,4,1,184.2,6,71601,5,0,0
3914,65,331,2.3,0.795,2,0,39457,46922,8,1,154.2,14,74414,5,0,0
4349,42,796,0.1,0.444,0,0,2664,51907,8,1,162.6,11,98634,5,0,1
3466,53,681,1.3,0.136,1,0,14531,42046,3,2,176.9,26,25309,5,0,1
2673,25,589,7.6,0.253,1,0,16074,32079,5,4,171.6,20,24105,5,0,1
3329,26,792,1.1,0.34,0,0,32222,39372,1,0,172.1,10,59813,5,0,1
2358,54,524,0.4,0.247,4,0,14480,28254,2,1,174.5,16,70833,5,0,1
5016,65,268,3.2,0.225,1,1,8172,60685,8,0,165.9,12,84208,5,0,1
3096,62,859,0.1,0.778,2,0,11362,36548,5,1,183.2,7,40328,5,0,1
5654,56,647,0.4,0.123,0,0,6539,67710,7,1,177.7,7,73756,5,0,1
1932,49,727,8.2,0.587,4,0,21491,22985,4,0,169.7,27,89614,5,0,1
5994,69,816,7.4,0.0,0,0,2346,72032,1,1,180.0,24,47430,5,0,1
8104,34,364,12.3,0.477,1,1,5484,97141,6,1,175.3,18,50583,5,0,0
1485,52,687,9.6,0.733,2,0,11578,18003,5,0,168.3,15,46029,5,0,1
6151,54,625,5.7,0.23,3,1,20676,73453,1,0,167.9,27,10405,5,0,1
10266,36,896,0.3,0.148,1,0,8014,123105,5,0,159.3,6,64012,5,0,1
2378,61,464,7.6,0.521,2,0,4333,28433,7,0,164.6,30,13560,5,0,0
13407,46,811,9.3,0.57,4,0,6845,161779,0,1,168.9,19,21575,5,0,0
